ASV_ID,taxonomy,Taxon,Taxon Level,Trophic Mode,Guild,Growth Morphology,Trait,Confidence Ranking,Notes,Citation/Source,,,,,,,,,,,
ASV_4699,Fungi;Ascomycota;Pezizomycetes;Pezizales;Helvellaceae;Helvella;NA,Helvella,13,Symbiotroph,Ectomycorrhizal,NULL,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_470,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;NA,Ceratobasidium,13,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Corticioid-Microfungus,NULL,Possible,Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,
ASV_471,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;nigricans,Russula,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_4711,Fungi;Ascomycota;Sordariomycetes;Sordariales;Cephalothecaceae;Phialemonium;NA,Phialemonium,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4714,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Odontia;fibrosa,Thelephoraceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Clavarioid,NULL,Probable,On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275),,,,,,,
ASV_4715,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;chaetospira,Cladophialophora,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Probable,NULL,James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)),,,,,,,,,,
ASV_472,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;NA,Trichoderma,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Probable,Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016),Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)),
ASV_4722,Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;chlarotera,Lecanora,13,Symbiotroph,Lichenized,Thallus,NULL,Highly Probable,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,,,,
ASV_4724,Fungi;Ascomycota;Leotiomycetes;Helotiales;Chaetomellaceae;Pilidium;NA,Pilidium,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4725,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;cremicolor,Russula,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_4726,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;densifolia,Russula,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_4728,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Pseudosperma;amabile,Inocybaceae,9,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Probable,Sensu stricto with the exclusion of Crepidotaceae, Tubariaceae, and Chromocyphellaceae; Pharmacology - muscarine, psilocybin, aeruginascen, unclarified alkaloids, or none,Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)),,,,,
ASV_4729,Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;NA,Oidiodendron,13,Pathotroph-Symbiotroph,Ericoid Mycorrhizal,Microfungus,NULL,Probable,Dark Septate Endophyte,Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as dark septate root endophytes),,,,,,,,,,,
ASV_473,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Clavaria;falcata,Clavaria,13,Saprotroph,Undefined Saprotroph,Clavarioid,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4730,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Pseudosperma;obsoletum,Inocybaceae,9,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Probable,Sensu stricto with the exclusion of Crepidotaceae, Tubariaceae, and Chromocyphellaceae; Pharmacology - muscarine, psilocybin, aeruginascen, unclarified alkaloids, or none,Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)),,,,,
ASV_4734,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Rigidoporus;sanguinolentus,Rigidoporus,13,Saprotroph,Wood Saprotroph,Polyporoid,White Rot,Highly Probable,NULL,Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060),,,,,,,,,
ASV_4735,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaetopsis;NA,Pyrenochaetopsis,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Lichen Parasite-Undefined Saprotroph,Microfungus,NULL,Possible,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)),,,,,,,,
ASV_4736,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;cervicolor,Inocybe,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,Sensu stricto (Matheny 2009).,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_4738,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;NA,Cortinarius,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_474,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;olivacea,Russula,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_4740,Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;NA;NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y)),,,,,,,,,,
ASV_4743,Fungi;Ascomycota;Dothideomycetes;Mytilinidales;Gloniaceae;Cenococcum;NA,Cenococcum,13,Symbiotroph,Ectomycorrhizal,NULL,NULL,Highly Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4746,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactifluus;glaucescens,Lactifluus,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,List compiled by Sara Branco with input from Nhu Nguyen and Else Vellinga,,,,,,,,,,,
ASV_475,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;lateritia,Tomentella,13,Symbiotroph,Ectomycorrhizal,Corticioid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_4752,Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Subulicystidium;NA,Subulicystidium,13,Saprotroph,Undefined Saprotroph,Corticioid,White Rot,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4755,Fungi;Glomeromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;claroideum,Claroideoglomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4757,Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeria;vermicularioides,Chaetosphaeria,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Wood Saprotroph,NULL,NULL,Probable,NULL,Réblová M, et al. 2006. Mycological Research 110:104-109 ((https://doi.org/10.1016/j.mycres.2005.09.003)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,
ASV_4759,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;NA,Tomentella,13,Symbiotroph,Ectomycorrhizal,Corticioid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_476,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebacina;NA,Sebacina,13,Symbiotroph,Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph,NULL,NULL,Possible,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)); Weiß, et al. 2016. New Phytologist 211;20-40 ((https://doi.org/10.1111/nph.13977)) (various guilds),,,,,,,,
ASV_4764,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinellus;xanthothrix,Coprinellus,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4767,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;casimiri,Cortinarius,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_4768,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;bassiana,Beauveria,13,Pathotroph,Animal Pathogen,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4769,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;minutisporum,Entoloma,13,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Agaricoid,NULL,Possible,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x; sensu stricto)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) ((as ECM/not ECM)),,,,,,,,,
ASV_477,Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;griseum,Oidiodendron,13,Pathotroph-Symbiotroph,Ericoid Mycorrhizal,Microfungus,NULL,Probable,Dark Septate Endophyte,Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as dark septate root endophytes),,,,,,,,,,,
ASV_4770,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Brachysporium;NA,Brachysporium,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4771,Fungi;Ascomycota;Dothideomycetes;Minutisphaerales;Minutisphaeraceae;Minutisphaera;aspera,Minutisphaera,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4774,Fungi;Ascomycota;Leotiomycetes;Helotiales;Gelatinodiscaceae;Neobulgaria;NA,Neobulgaria,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4775,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Sporormia;NA,Sporormia,13,Saprotroph,Dung Saprotroph,NULL,NULL,Highly Probable,NULL,Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,
ASV_4778,Fungi;Ascomycota;Lecanoromycetes;Ostropales;Stictidaceae;Cryptodiscus;NA,Cryptodiscus,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_478,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;subtilis,Cortinarius,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_4780,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;penicillioides,Penicillium,13,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph,Microfungus,Soft Rot,Highly Probable,NULL,Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)),,,
ASV_4785,Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;Myrmecridiales_fam_Incertae_sedis;Atractospora;NA,Atractospora,13,Saprotroph,Wood Saprotroph,Microfungus,NULL,Highly Probable,From submerged wood (Lombard 2015),Lombard L. 2015. Studies in Mycology 80:189-245 ((https://www.studiesinmycology.org/sim/Sim80/189-245.pdf)),,,,,,,,,,,
ASV_4788,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Megacollybia;platyphylla,Megacollybia,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_479,Fungi;Ascomycota;Pezizomycetes;Pezizales;Tarzettaceae;Tarzetta;melitensis,Tarzetta,13,Symbiotroph,Ectomycorrhizal,Pezizoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)),,,,,,,,,
ASV_4790,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Kuehneromyces;mutabilis,Kuehneromyces,13,Saprotroph,Undefined Saprotroph,Agaricoid,White Rot,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4796,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Mariannaea;camptospora,Nectriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Possible,Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov)),,,,,,,
ASV_4797,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Podoscyphaceae;Hypochnicium;NA,Hypochnicium,13,Saprotroph,Undefined Saprotroph,Corticioid,White Rot,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_48,Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)),,,,,,,
ASV_480,Fungi;Ascomycota;Leotiomycetes;Rhytismatales;Rhytismataceae;Coccomyces;australis,Coccomyces,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_4801,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Alpinaria;NA,Alpinaria,13,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Probable,see A. rhododendri (= Cucurbitaria rhododendri),Jaklitsch WM, Voglmayr H. 2017. Sydowia 69:81-95 ((https://doi.org/10.12905/0380.sydowia69-2017-0081)),,,,,,,,,,
ASV_4802,Fungi;Ascomycota;Lichinomycetes;Lichinales;Lichinaceae;Phylliscum;NA,Phylliscum,13,Symbiotroph,Lichenized,Thallus,NULL,Highly Probable,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,,,,
ASV_4803,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;NA;NA,Helotiaceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Probable,Usually saprobic on herbaceous or woody tissues, some species fungicolous. A few species are known to form mycorrhizae (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275),,,,,,,,
ASV_4804,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;perchtana,Inocybe,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,Sensu stricto (Matheny 2009).,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
